開催日,日目,レース,実際3連単,予測3連単,予測確率,的中組み合わせ予測確率,的中組み合わせ予測順位,確率合計,NDCG@1,NDCG@3
2025-02-10,6,4,1-4-6,2-6-1,0.03883699199242679,0.0035400900396402647,75,1.0,0.047619047619047616,0.4881692337423846
2025-02-10,6,5,1-2-4,2-6-4,0.02319908671088293,0.004811866358514051,75,0.9999999999999999,0.49206349206349204,0.4765386349724348
2025-02-10,6,6,4-1-5,4-5-6,0.0550940632106095,0.03210808529403247,8,1.0000000000000002,1.0,0.8434925564461779
2025-02-10,6,7,1-2-4,2-1-5,0.042889685471046636,0.023676321269637136,8,1.0000000000000002,0.49206349206349204,0.8244453183899282
2025-02-10,6,8,1-3-4,4-3-1,0.02693740723637062,0.019217370453854174,14,0.9999999999999998,0.23809523809523808,0.733507507972155
2025-02-10,6,9,1-2-3,3-4-2,0.022366187121326243,0.013553156042958306,26,1.0,0.23809523809523808,0.3877078042964865
2025-02-10,6,10,1-2-4,1-2-3,0.018432731163200107,0.00420771058527149,61,1.0,1.0,0.9222730231585452
2025-02-10,6,11,1-3-4,1-3-4,0.025871999856292627,0.025871999856292627,1,1.0,1.0,1.0
2025-02-10,6,12,1-4-5,6-2-1,0.027425837254627806,0.0026458772189916304,108,1.0000000000000002,0.1111111111111111,0.43450412439149183
2025-02-13,1,2,1-3-2,4-1-6,0.04984783225417722,0.0042941285787496996,47,1.0,0.1111111111111111,0.5357451186930963
2025-02-13,1,3,2-6-4,3-5-2,0.03481196463618827,0.0028340848506153435,95,0.9999999999999999,0.047619047619047616,0.43212321963446065
2025-02-13,1,4,1-3-2,1-5-6,0.04601012899603095,0.006013893544555958,56,0.9999999999999996,1.0,0.7232043240883238
2025-02-13,1,5,2-5-6,2-1-5,0.05321137418327458,0.014048838930566902,26,1.0,1.0,0.8926697812982144
2025-02-13,1,6,1-4-3,4-1-2,0.029949911013414397,0.01962325426026254,12,1.0000000000000002,0.49206349206349204,0.8244453183899282
2025-02-13,1,7,1-4-2,4-6-1,0.03056728135400167,0.014475365272869835,19,1.0000000000000002,0.49206349206349204,0.74303112700028
2025-02-13,1,8,1-2-4,1-2-4,0.11844826033566871,0.11844826033566871,1,0.9999999999999997,1.0,1.0
2025-02-13,1,9,1-6-3,1-3-2,0.033589252248763114,0.010517502680595597,32,0.9999999999999997,1.0,0.8101809949426972
2025-02-13,1,10,1-4-5,1-5-2,0.0367634458458355,0.016410327077840348,13,1.0000000000000004,1.0,0.8212848487771908
2025-02-13,1,11,2-3-4,3-1-2,0.030580206805853827,0.00908744669200213,39,1.0,0.49206349206349204,0.74303112700028
2025-02-13,1,12,1-5-3,1-2-6,0.023955951216768957,0.013947372725680085,23,1.0,1.0,0.7652388346692668
2025-02-14,2,2,3-6-2,3-5-1,0.02267723980130905,0.008891054945258013,39,1.0,1.0,0.7541349808347733
2025-02-14,2,3,1-4-2,2-3-6,0.024516936698500972,0.00452727120037068,93,0.9999999999999993,0.23809523809523808,0.19021934003263394
2025-02-14,2,4,1-5-6,5-6-2,0.047838671986941014,0.010650451542388278,32,0.9999999999999998,0.49206349206349204,0.46596152607339747
2025-02-14,2,5,1-2-3,3-5-2,0.057941825946345706,0.011193117134426504,30,1.0,0.23809523809523808,0.3877078042964865
